Attenuation,Zero degree level(m),Rain height(km),R (mm/hr)
1.792121683,2499.223,2.859223,1.7
1.02494472,2435.1765,2.7951765,1
0.488573446,2328.6794,2.6886794,0.5
0.283221748,2257.4023,2.6174023,0.3
0.188108088,2264.7021,2.6247021,0.2
0.860662063,2249.979,2.609979,0.9
0.379060439,2255.7275,2.6157275,0.4
0,2257.3723,2.6173723,0
0,2241.5862,2.6015862,0
0,2244.3562,2.6043562,0
0,2265.2773,2.6252773,0
0.188805219,2274.4622,2.6344622,0.2
0.285311177,2276.7922,2.6367922,0.3
0.291560609,2334.7922,2.6947922,0.3
0.934262813,2474.8882,2.8348882,0.9
1.459433219,2472.5679,2.8325679,1.4
0.101980357,2520.2773,2.8802773,0.1
0.304874208,2458.3796,2.8183796,0.3
0.099102861,2438.8093,2.7988093,0.1
0.099058175,2437.5442,2.7975442,0.1
0,2435.944,2.795944,0
0,2435.304,2.795304,0
0,2323.634,2.683634,0
0,2315.2095,2.6752095,0
0,2313.8645,2.6738645,0
0,2260.8477,2.6208477,0
0,2259.8076,2.6198076,0
0,2259.8076,2.6198076,0
0,2241.5964,2.6015964,0
0,2262.4426,2.6224426,0
0,2263.6575,2.6236575,0
0,2292.8806,2.6528806,0
0.094910117,2320.1194,2.6801194,0.1
0,2322.8892,2.6828892,0
0.095539036,2337.9219,2.6979219,0.1
0,2465.204,2.825204,0
0,2467.6938,2.8276938,0
0,2495.5684,2.8555684,0
0.419784649,2538.2,2.8982,0.4
0,2533.9126,2.8939126,0
0,2533.5674,2.8935674,0
0.325628562,2651.107,3.011107,0.3
0,2650.6519,3.0106519,0
0,2537.56,2.89756,0
0.207167301,2531.6028,2.8916028,0.2
0.207080553,2530.3877,2.8903877,0.2
0.102313597,2529.7126,2.8897126,0.1
0,2520.8584,2.8808584,0
0,2520.6985,2.8806985,0
0,2520.4885,2.8804885,0
0,2520.0234,2.8800234,0
0,2494.0237,2.8540237,0
0,2464.0247,2.8240247,0
0.308255651,2489.7744,2.8497744,0.3
0.391956567,2345.155,2.705155,0.4
0.202352491,2464.1648,2.8241648,0.2
1.034810148,2462.2944,2.8222944,1
1.244367272,2462.265,2.822265,1.2
0.309405757,2500.453,2.860453,0.3
0,2494.619,2.854619,0
0,2492.8193,2.8528193,0
0.831209848,2481.6912,2.8416912,0.8
1.140539339,2464.7397,2.8247397,1.1
0.417116016,2519.6833,2.8796833,0.4
0.305320119,2462.5195,2.8225195,0.3
0.387148184,2311.809,2.671809,0.4
0.093730535,2286.7307,2.6467307,0.1
0,2258.0925,2.6180925,0
0,2310.0647,2.6700647,0
0,2444.422,2.804422,0
0,2451.28,2.81128,0
0,2453.175,2.813175,0
0,2453.605,2.813605,0
0,2452.66,2.81266,0
0,2478.3198,2.8383198,0
0,2508.2188,2.8682188,0
0,2510.124,2.870124,0
0,2596.9512,2.9569512,0
0,2485.2642,2.8452642,0
0,2637.4272,2.9974272,0
0,2659.1816,3.0191816,0
0.22049028,2718.2524,3.0782524,0.2
0.440760871,2683.7773,3.0437773,0.4
0.554196929,2691.9714,3.0519714,0.5
0.437633778,2662.0715,3.0220715,0.4
0.421452733,2549.7747,2.9097747,0.4
0.524769851,2529.0154,2.8890154,0.5
0.524658712,2528.4001,2.8884001,0.5
0.434499496,2640.317,3.000317,0.4
0.533907684,2579.6091,2.9396091,0.5
0.102799894,2543.4817,2.9034817,0.1
0.417595859,2523.0127,2.8830127,0.4
0.220583429,2719.5576,3.0795576,0.2
0,2662.2417,3.0222417,0
0,2530.3005,2.8903005,0
0,2529.8105,2.8898105,0
0,2556.1362,2.9161362,0
0,2666.3433,3.0263433,0
0,2658.6917,3.0186917,0
0,2658.6418,3.0186418,0
0,2658.8867,3.0188867,0
0,2638.8723,2.9988723,0
0,2639.6072,2.9996072,0
0,2641.5276,3.0015276,0
0,2644.5022,3.0045022,0
0.657090958,2647.6868,3.0076868,0.6
0.546678866,2650.332,3.010332,0.5
0,2848.2388,3.2082388,0
0,2939.102,3.299102,0
1.1988764,2913.715,3.273715,1
0.231443418,2871.7478,3.2317478,0.2
0.348437753,2863.01,3.22301,0.3
0,2739.001,3.099001,0
0,2919.1675,3.2791675,0
0,2951.2341,3.3112341,0
0,2952.6643,3.3126643,0
0,2982.974,3.342974,0
0,2983.7742,3.3437742,0
0,2984.6292,3.3446292,0
0,2955.3545,3.3153545,0
0,2917.5647,3.2775647,0
0,2904.9082,3.2649082,0
0,2872.1611,3.2321611,0
0,2728.981,3.088981,0
0,2827.233,3.187233,0
0,2686.1628,3.0461628,0
0,3055.499,3.415499,0
0,3304.7007,3.6647007,0
0,3411.946,3.771946,0
0,3408.4392,3.7684392,0
0,3413.279,3.773279,0
0,3415.629,3.775629,0
0,3418.154,3.778154,0
0,3420.7441,3.7807441,0
0,3422.4941,3.7824941,0
0,3422.209,3.782209,0
0,3419.879,3.779879,0
0,3351.2673,3.7112673,0
0,3215.7744,3.5757744,0
0,3250.9167,3.6109167,0
0,3282.0762,3.6420762,0
0,3410.4878,3.7704878,0
0,3416.7043,3.7767043,0
0,3204.0173,3.5640173,0
0,3179.6653,3.5396653,0
0,3188.8179,3.5488179,0
0,3187.6626,3.5476626,0
0.630166667,3113.0054,3.4730054,0.5
0.628794857,3105.3984,3.4653984,0.5
0.974726836,2976.259,3.336259,0.8
0.768659977,3161.9902,3.5219902,0.6
0,3113.425,3.473425,0
0.721475619,2944.3865,3.3043865,0.6
0.971806996,2966.1885,3.3261885,0.8
2.076284405,3169.4802,3.5294802,1.6
2.750753306,3195.472,3.555472,2.1
1.817126532,3174.49,3.53449,1.4
1.930957725,3142.967,3.502967,1.5
1.342971295,2970.8042,3.3308042,1.1
0.603943551,2967.619,3.327619,0.5
1.464681499,2966.844,3.326844,1.2
0,2749.2507,3.1092507,0
0,2721.1199,3.0811199,0
0,2720.43,3.08043,0
0,2667.1316,3.0271316,0
0,2664.3613,3.0243613,0
0,2528.0952,2.8880952,0
0,2511.9282,2.8719282,0
0,2454.5198,2.8145198,0
0,2452.0198,2.8120198,0
0,2449.9546,2.8099546,0
0,2318.6094,2.6786094,0
0,2317.1194,2.6771194,0
0,2312.3293,2.6723293,0
0,2280.6729,2.6406729,0
0,2334.5598,2.6945598,0
0,2312.2812,2.6722812,0
0,2267.9626,2.6279626,0
0,2321.8145,2.6818145,0
0,2324.5193,2.6845193,0
0,2451.5117,2.8115117,0
0,2495.1987,2.8551987,0
0,2523.2236,2.8832236,0
0,2524.9233,2.8849233,0
0,2545.623,2.905623,0
0,2496.8535,2.8568535,0
0,2648.1868,3.0081868,0
0,2466.6643,2.8266643,0
0,2460.9214,2.8209214,0
0,2466.2595,2.8262595,0
0,2520.7983,2.8807983,0
0,2541.498,2.901498,0
0,2851.896,3.211896,0
0,3057.4895,3.4174895,0
0,2966.0293,3.3260293,0
0,2967.2441,3.3272441,0
0,2969.5293,3.3295293,0
0,2972.1343,3.3321343,0
0,2973.8892,3.3338892,0
0,3051.932,3.411932,0
0,3025.2437,3.3852437,0
0,2994.7869,3.3547869,0
0,2997.917,3.357917,0
0,3001.437,3.361437,0
0,3004.0269,3.3640269,0
0,3005.452,3.365452,0
0,3006.917,3.366917,0
0,3007.7021,3.3677021,0
0,3008.4722,3.3684722,0
0,2975.9463,3.3359463,0
0,2976.2065,3.3362065,0
0,2979.3066,3.3393066,0
0,2990.5195,3.3505195,0
0,2991.4695,3.3514695,0
0,3014.4573,3.3744573,0
0,3168.762,3.528762,0
0,3210.4756,3.5704756,0
0,3211.1506,3.5711506,0
0,3211.0757,3.5710757,0
0,3210.6558,3.5706558,0
0,3209.8308,3.5698308,0
0,3208.215,3.568215,0
0,3210.1506,3.5701506,0
0,3224.293,3.584293,0
0,3250.7297,3.6107297,0
0,3226.088,3.586088,0
0,3227.1677,3.5871677,0
0,3228.9177,3.5889177,0
0,3452.5479,3.8125479,0
0,3461.0093,3.8210093,0
0,3461.7693,3.8217693,0
0,3461.6892,3.8216892,0
0,3461.5742,3.8215742,0
0,3261.6943,3.6216943,0
0,3252.927,3.612927,0
0,3237.5327,3.5975327,0
0,3236.6626,3.5966626,0
0,3235.3428,3.5953428,0
0,3224.9202,3.5849202,0
0,3231.9775,3.5919775,0
0,3231.3726,3.5913726,0
0,3236.454,3.596454,0
0,3364.8206,3.7248206,0
0,3234.1392,3.5941392,0
0,3233.884,3.593884,0
0,3413.0513,3.7730513,0
0,3480.6367,3.8406367,0
0,3483.4517,3.8434517,0
0,3665.1345,4.0251345,0
0,3794.901,4.154901,0
0,3985.9814,4.3459814,0
0,3988.1362,4.3481362,0
0,3990.0115,4.3500115,0
0,3991.5664,4.3515664,0
0,3992.7463,4.3527463,0
0,4006.097,4.366097,0
0,4043.3748,4.4033748,0
0,4113.633,4.473633,0
0,4259.84,4.61984,0
0,4267.367,4.627367,0
0,4114.2188,4.4742188,0
0,4114.6914,4.4746914,0
0,4116.0703,4.4760703,0
0,4116.492,4.476492,0
0,4115.207,4.475207,0
0,4113.7188,4.4737188,0
0,4008.5222,4.3685222,0
0,4044.035,4.404035,0
0,4119.992,4.479992,0
0,4013.1873,4.3731873,0
0,4014.4822,4.3744822,0
0,4018.4324,4.3784324,0
0,4052.5315,4.4125315,0
0,4025.222,4.385222,0
0,4016.7864,4.3767864,0
0,4020.7065,4.3807065,0
0,4022.8264,4.3828264,0
0,3949.7007,4.3097007,0
0,3809.6597,4.1696597,0
0,3811.2249,4.1712249,0
0,3785.8447,4.1458447,0
0,4025.2708,4.3852708,0
0,3778.4082,4.1384082,0
0,3777.9631,4.1379631,0
0,3812.1602,4.1721602,0
0,4025.801,4.385801,0
0,4022.6008,4.3826008,0
0,4018.036,4.378036,0
0.625662715,3969.2117,4.3292117,0.4
2.073154404,3995.3054,4.3553054,1.3
2.301545164,3823.5425,4.1835425,1.5
0,3936.9065,4.2969065,0
0,3752.6736,4.1126736,0
0,3763.2085,4.1232085,0
0,3770.6191,4.1306191,0
0,3772.6892,4.1326892,0
0,3942.1204,4.3021204,0
0,3776.1143,4.1361143,0
0,3954.5168,4.3145168,0
0,4022.0159,4.3820159,0
0,4022.531,4.382531,0
0,4034.4116,4.3944116,0
0,4078.0051,4.4380051,0
0,4186.965,4.546965,0
0,4039.2922,4.3992922,0
0,4033.7566,4.3937566,0
0,4222.875,4.582875,0
0,4263.039,4.623039,0
0,4289.578,4.649578,0
0,4135.8555,4.4958555,0
0,4135.453,4.495453,0
0,4136.0664,4.4960664,0
0,4135.449,4.495449,0
0,4132.961,4.492961,0
0,4131.2344,4.4912344,0
0,4130.2188,4.4902188,0
0,4130.7227,4.4907227,0
0,4132.539,4.492539,0
0,4288.922,4.648922,0
0,4290.9688,4.6509688,0
0,4293.203,4.653203,0
0,4306.5234,4.6665234,0
0,4310.0938,4.6700938,0
0,4311,4.671,0
0,4310.543,4.670543,0
0,4296.922,4.656922,0
0,4219,4.579,0
0,4190.4375,4.5504375,0
0,4042.897,4.402897,0
0,4079.1396,4.4391396,0
0,4139.9766,4.4999766,0
0,4060.406,4.420406,0
0,4031.0068,4.3910068,0
0,4018.9463,4.3789463,0
0,4016.5664,4.3765664,0
0,4013.5464,4.3735464,0
0,3937.681,4.297681,0
0,3936.0208,4.2960208,0
0,3908.3857,4.2683857,0
0,3749.608,4.109608,0
0,3747.1372,4.1071372,0
0,3749.7378,4.1097378,0
0,3751.7874,4.1117874,0
0,3761.0984,4.1210984,0
0,3749.3171,4.1093171,0
0,3758.5586,4.1185586,0
0,3757.9036,4.1179036,0
0,3903.5105,4.2635105,0
0,3902.4604,4.2624604,0
0,3965.2595,4.3252595,0
0,3924.5,4.2845,0
1.226200126,3844.8389,4.2048389,0.8
1.196792811,3743.1436,4.1031436,0.8
0,3993.9514,4.3539514,0
0,3992.2014,4.3522014,0
0,3814.2488,4.1742488,0
0,3738.4187,4.0984187,0
0,3733.3335,4.0933335,0
0,3717.6123,4.0776123,0
0,3706.086,4.066086,0
0,3701.8062,4.0618062,0
0,3697.5962,4.0575962,0
0,3693.5115,4.0535115,0
0,3689.1165,4.0491165,0
0.143089263,3685.0415,4.0450415,0.1
0,3436.2886,3.7962886,0
0,3205.3325,3.5653325,0
0,3201.9822,3.5619822,0
0,3223.604,3.583604,0
0,3220.6238,3.5806238,0
0,3195.052,3.555052,0
0,3150.996,3.510996,0
0,3122.1016,3.4821016,0
0,3190.7632,3.5507632,0
0,3338.3232,3.6983232,0
0,3338.0186,3.6980186,0
0,3278.1445,3.6381445,0
0,3024.057,3.384057,0
0.337980564,2765.8481,3.1258481,0.3
0.904546939,2734.3064,3.0943064,0.8
1.005828985,2693.7715,3.0537715,0.9
0.21146029,2591.739,2.951739,0.2
0,2418.7632,2.7787632,0
0,2345.763,2.705763,0
0,2673.7537,3.0337537,0
0,2595.247,2.955247,0
0,2637.183,2.997183,0
0,2644.9766,3.0049766,0
0,2859.4211,3.2194211,0
0,2831.9685,3.1919685,0
0,2965.318,3.325318,0
0,3181.6885,3.5416885,0
0,3153.5789,3.5135789,0
0,3206.0828,3.5660828,0
0,3271.667,3.631667,0
0,3412.6846,3.7726846,0
0,3413.9998,3.7739998,0
0,3437.0989,3.7970989,0
0,3442.635,3.802635,0
0,3403.913,3.763913,0
0,3342.2026,3.7022026,0
0,3194.1274,3.5541274,0
0,3163.8142,3.5238142,0
0,3109.2612,3.4692612,0
0,3103.2393,3.4632393,0
0,3101.5193,3.4615193,0
0.1170211,2946.2493,3.3062493,0.1
0.236765421,2946.3442,3.3063442,0.2
0,2946.1943,3.3061943,0
0.23673904,2945.9744,3.3059744,0.2
0,2913.1436,3.2731436,0
0,2914.0586,3.2740586,0
0,2915.0586,3.2750586,0
0.219073506,2698.401,3.058401,0.2
0,2774.4482,3.1344482,0
0,3254.1826,3.6141826,0
0,3699.511,4.059511,0
0,3884.576,4.244576,0
0,3710.141,4.070141,0
0,3713.7961,4.0737961,0
0,3927.442,4.287442,0
0,3928.6968,4.2886968,0
0,3928.2717,4.2882717,0
0,3928.2717,4.2882717,0
0,3927.7168,4.2877168,0
0,3850.1602,4.2101602,0
0,3683.209,4.043209,0
0,3683.619,4.043619,0
0,3683.044,4.043044,0
0,3682.6091,4.0426091,0
0,3682.569,4.042569,0
0,3681.5142,4.0415142,0
0,3680.5542,4.0405542,0
0,3668.6628,4.0286628,0
0,3667.398,4.027398,0
0,3666.9128,4.0269128,0
0,3665.823,4.025823,0
0,3660.6067,4.0206067,0
0,3662.0366,4.0220366,0
0,3664.8467,4.0248467,0
0,3532.9207,3.8929207,0
0,3535.4905,3.8954905,0
0,3537.9004,3.8979004,0
0,3539.4353,3.8994353,0
0,3471.1265,3.8311265,0
0,3473.0764,3.8330764,0
0,3448.9954,3.8089954,0
0,3449.2253,3.8092253,0
0,3447.7605,3.8077605,0
0,3445.8557,3.8058557,0
0,3445.2505,3.8052505,0
0,3435.9438,3.7959438,0
0,3435.119,3.795119,0
0,3434.4038,3.7944038,0
0,3442.9807,3.8029807,0
0,3432.649,3.792649,0
0,3430.664,3.790664,0
0,3428.5789,3.7885789,0
0,3230.3608,3.5903608,0
0,3229.686,3.589686,0
0,3359.5972,3.7195972,0
0,3362.7124,3.7227124,0
0,3234.676,3.594676,0
0,3366.8772,3.7268772,0
0,3438.634,3.798634,0
0,3442.814,3.802814,0
0,3456.7007,3.8167007,0
0,3460.0806,3.8200806,0
0,3488.6067,3.8486067,0
0,3657.923,4.017923,0
0,3665.3293,4.0253293,0
0,3666.3142,4.0263142,0
0,3705.7424,4.0657424,0
0,3707.4475,4.0674475,0
0,3708.4778,4.0684778,0
0,3708.4177,4.0684177,0
0,3707.358,4.067358,0
0,3707.713,4.067713,0
0,3707.5378,4.0675378,0
0,3707.7778,4.0677778,0
0,3707.6228,4.0676228,0
0,3707.6929,4.0676929,0
0,3706.6177,4.0666177,0
0,3705.7627,4.0657627,0
0,3532.6982,3.8926982,0
0,3534.2283,3.8942283,0
0,3709.2427,4.0692427,0
0,3713.0625,4.0730625,0
0,3716.1174,4.0761174,0
0,3729.3286,4.0893286,0
0,3708.2327,4.0682327,0
0,3725.2922,4.0852922,0
0,3702.4712,4.0624712,0
0,3728.6672,4.0886672,0
0,3657.7935,4.0177935,0
0,3523.4973,3.8834973,0
0,3482.4934,3.8424934,0
0,3494.2253,3.8542253,0
0,3484.2886,3.8442886,0
0,3484.5588,3.8445588,0
0,3279.1743,3.6391743,0
0.129604757,3302.8022,3.6628022,0.1
2.390806403,3250.0205,3.6100205,1.8
1.846628194,3232.4827,3.5924827,1.4
1.710384685,3225.822,3.585822,1.3
1.441765857,3218.162,3.578162,1.1
0.911590705,3213.5723,3.5735723,0.7
0.515403949,3202.235,3.562235,0.4
0,3201.1802,3.5611802,0
0,3393.1255,3.7531255,0
0,3200.3152,3.5603152,0
0,3199.78,3.55978,0
0,3208.3472,3.5683472,0
0,3207.142,3.567142,0
0,3182.0803,3.5420803,0
0.253449938,3180.2656,3.5402656,0.2
0.489550175,3022.5857,3.3825857,0.4
0.239609291,2986.2095,3.3462095,0.2
0.239567546,2985.6243,3.3456243,0.2
0.11757487,2961.937,3.321937,0.1
0.117243831,2952.559,3.312559,0.1
0.831000346,2895.4583,3.2554583,0.7
0,2870.4495,3.2304495,0
0,2743.5105,3.1035105,0
0,2701.922,3.061922,0
0,2652.3967,3.0123967,0
0,2649.8218,3.0098218,0
0,2530.1572,2.8901572,0
0,2528.6572,2.8886572,0
0,2534.45,2.89445,0
0,2534.5151,2.8945151,0
0,2646.512,3.006512,0
0,2693.8171,3.0538171,0
0,2533.9197,2.8939197,0
0,2728.012,3.088012,0
0,2729.407,3.089407,0
0,2704.371,3.064371,0
0,2711.7104,3.0717104,0
0,2745.1255,3.1051255,0
0,2753.573,3.113573,0
0,2754.9927,3.1149927,0
0,2883.3772,3.2433772,0
0,2935.8428,3.2958428,0
0,2969.4236,3.3294236,0
0,2969.7537,3.3297537,0
0,2903.1865,3.2631865,0
0,2902.5867,3.2625867,0
0,2957.321,3.317321,0
0,2957.7961,3.3177961,0
0,2966.049,3.326049,0
0,3119.674,3.479674,0
0,3182.1853,3.5421853,0
0,3140.4717,3.5004717,0
0,3091.7927,3.4517927,0
0,3113.2456,3.4732456,0
0,3186.873,3.546873,0
0,3192.8394,3.5528394,0
0,3185.668,3.545668,0
0,3186.2378,3.5462378,0
0,3186.6377,3.5466377,0
0,3188.2725,3.5482725,0
0,3191.3474,3.5513474,0
0,3193.7224,3.5537224,0
0,3196.2776,3.5562776,0
0,3196.4927,3.5564927,0
0,3195.7424,3.5557424,0
0,3355.033,3.715033,0
0,3383.7964,3.7437964,0
0,3394.882,3.754882,0
0,3182.3906,3.5423906,0
0,3186.8325,3.5468325,0
0,3219.012,3.579012,0
0,3365.1765,3.7251765,0
0,3365.4768,3.7254768,0
0,3363.7766,3.7237766,0
0,3362.9365,3.7229365,0
0,3362.0466,3.7220466,0
0,3329.6921,3.6896921,0
0,3329.572,3.689572,0
0,3329.5122,3.6895122,0
0,3328.7222,3.6887222,0
0,3362.7266,3.7227266,0
0,3366.6765,3.7266765,0
0,3428.6057,3.7886057,0
0,3431.7605,3.7917605,0
0,3434.1606,3.7941606,0
0,3426.3938,3.7863938,0
0,3427.0386,3.7870386,0
0,3428.4736,3.7884736,0
0,3430.2285,3.7902285,0
0,3430.3987,3.7903987,0
0,3430.2485,3.7902485,0
0,3429.2136,3.7892136,0
0,3388.3413,3.7483413,0
0,3374.7512,3.7347512,0
0,3374.3064,3.7343064,0
0,3434.5254,3.7945254,0
0,3434.6104,3.7946104,0
0,3424.754,3.784754,0
0,3397.1433,3.7571433,0
0,3432.3757,3.7923757,0
0,3432.056,3.792056,0
0,3430.4858,3.7904858,0
0,3429.4658,3.7894658,0
0,3418.1292,3.7781292,0
0,3416.9543,3.7769543,0
0,3427.0662,3.7870662,0
0,3426.8613,3.7868613,0
0,3417.0396,3.7770396,0
0,3415.7246,3.7757246,0
0,3363.6323,3.7236323,0
0,3397.3547,3.7573547,0
0,3562.2317,3.9222317,0
0.131544558,3357.7788,3.7177788,0.1
0.506538953,3140.6265,3.5006265,0.4
0.228223796,2826.6243,3.1866243,0.2
0.327761674,2670.92,3.03092,0.3
0.222837582,2751.1436,3.1111436,0.2
0,2810.4475,3.1704475,0
0,2777.2244,3.1372244,0
0,2742.2634,3.1022634,0
0,2739.9888,3.0999888,0
0,2716.724,3.076724,0
0,2715.529,3.075529,0
0,2579.792,2.939792,0
0,2380.8997,2.7408997,0
0,2200.2476,2.5602476,0
0,2140.2542,2.5002542,0
0,2022.9082,2.3829082,0
0.175935293,2094.3083,2.4543083,0.2
0,1978.2036,2.3382036,0
0,2073.0208,2.4330208,0
0,2108.1338,2.4681338,0
0,2132.4263,2.4924263,0
0,2146.9792,2.5069792,0
0,2249.2964,2.6092964,0
0,2250.3762,2.6103762,0
0,2278.8496,2.6388496,0
0,2269.6323,2.6296323,0
0,2289.9307,2.6499307,0
0,2313.1992,2.6731992,0
0,2311.3843,2.6713843,0
0,2264.1296,2.6241296,0
0,2238.856,2.598856,0
0,2237.561,2.597561,0
0,2089.686,2.449686,0
0,2093.6497,2.4536497,0
0,2069.8572,2.4298572,0
0,2069.1772,2.4291772,0
0,2068.9224,2.4289224,0
0,2107.237,2.467237,0
0,2106.482,2.466482,0
0,2088.305,2.448305,0
0,2127.791,2.487791,0
0.1784219,2129.111,2.489111,0.2
0,2087.1765,2.4471765,0
0.17556754,2089.1614,2.4491614,0.2
0.176387198,2100.633,2.460633,0.2
0,2080.2705,2.4402705,0
0,2138.2412,2.4982412,0
0,2143.8496,2.5038496,0
0,2245.3315,2.6053315,0
0.861833214,2253.5562,2.6135562,0.9
0,2253.206,2.613206,0
0,2253.071,2.613071,0
0.186555874,2242.9712,2.6029712,0.2
0,2243.0964,2.6030964,0
0,2274.555,2.634555,0
0,2141.0293,2.5010293,0
0,2140.3892,2.5003892,0
0,2139.8342,2.4998342,0
0,2270.835,2.630835,0
0,2270.28,2.63028,0
0,2269.41,2.62941,0
0,2269.2148,2.6292148,0
0,2269.2349,2.6292349,0
0,2297.1182,2.6571182,0
0.091988048,2237.4114,2.5974114,0.1
0.18619302,2237.8914,2.5978914,0.2
0.092688363,2257.2327,2.6172327,0.1
0.283341955,2258.5178,2.6185178,0.3
0.187752785,2259.7278,2.6197278,0.2
0,2284.9465,2.6449465,0
0,2261.743,2.621743,0
0,2262.7725,2.6227725,0
0,2324.0942,2.6840942,0
0.192395048,2324.724,2.684724,0.2
0.389804831,2330.2324,2.6902324,0.4
0.30240487,2435.4546,2.7954546,0.3
0,2320.8843,2.6808843,0
0,2320.3042,2.6803042,0
0,2325.172,2.685172,0
0,2325.7073,2.6857073,0
0,2326.0073,2.6860073,0
0,2325.7773,2.6857773,0
0,2324.9922,2.6849922,0
0,2324.9072,2.6849072,0
0,2430.374,2.790374,0
0,2430.1091,2.7901091,0
0,2429.8792,2.7898792,0
0,2430.5242,2.7905242,0
0,2446.7805,2.8067805,0
0,2523.04,2.88304,0
0,2511.2734,2.8712734,0
0.205843013,2513.0535,2.8730535,0.2
0,2485.2644,2.8452644,0
0,2520.6814,2.8806814,0
0,2641.8123,3.0018123,0
0,2670.598,3.030598,0
0,2528.0173,2.8880173,0
0,2529.1123,2.8891123,0
0,2529.7422,2.8897422,0
0,2529.3872,2.8893872,0
0,2497.4082,2.8574082,0
0,2471.4285,2.8314285,0
0,2517.6284,2.8776284,0
0,2461.1045,2.8211045,0
0,2460.2495,2.8202495,0
0,2459.0847,2.8190847,0
0,2327.2944,2.6872944,0
0,2326.6143,2.6866143,0
0,2325.8643,2.6858643,0
0,2325.2942,2.6852942,0
0,2325.1892,2.6851892,0
0,2324.9592,2.6849592,0
0,2323.7993,2.6837993,0
0,2325.2292,2.6852292,0
0,2331.1921,2.6911921,0
0,2439.8142,2.7998142,0
0,2517.2283,2.8772283,0
0,2519.9583,2.8799583,0
0,2456.5679,2.8165679,0
0,2508.6074,2.8686074,0
0,2527.548,2.887548,0
0,2668.6184,3.0286184,0
0,2540.785,2.900785,0
0,2539.7998,2.8997998,0
0,2558.7085,2.9187085,0
0,2558.9934,2.9189934,0
0,2737.0361,3.0970361,0
0,2883.5952,3.2435952,0
0,2883.9749,3.2439749,0
0,2883.875,3.243875,0
0,2765.3284,3.1253284,0
0,2899.25,3.25925,0
0,2955.9143,3.3159143,0
0,2962.206,3.322206,0
0,2963.081,3.323081,0
0,3087.9077,3.4479077,0
0,3178.4001,3.5384001,0
0,3181.82,3.54182,0
0,3195.8623,3.5558623,0
0,3237.1382,3.5971382,0
0,3430.6836,3.7906836,0
0,3445.3003,3.8053003,0
0,3449.3354,3.8093354,0
0,3452.3904,3.8123904,0
0,3486.3123,3.8463123,0
0,3521.1628,3.8811628,0
0,3695.4873,4.0554873,0
0,3696.1626,4.0561626,0
0,3490.7473,3.8507473,0
0,3490.9326,3.8509326,0
0,3490.3677,3.8503677,0
0,3490.3276,3.8503276,0
0,3697.0828,4.0570828,0
0,3696.7578,4.0567578,0
0,3694.8079,4.0548079,0
0,3487.9177,3.8479177,0
0,3455.2957,3.8152957,0
0,3454.5508,3.8145508,0
0,3454.7507,3.8147507,0
0,3460.802,3.820802,0
0,3421.8762,3.7818762,0
0,3386.7588,3.7467588,0
0,3388.7888,3.7487888,0
0,3392.4536,3.7524536,0
0,3395.6736,3.7556736,0
0,3399.0486,3.7590486,0
0,3401.2534,3.7612534,0
0,3402.5583,3.7625583,0
0,3369.2349,3.7292349,0
0,3379.2866,3.7392866,0
0,3402.8933,3.7628933,0
0,3392.6216,3.7526216,0
0,3373.3115,3.7333115,0
0,3243.5503,3.6035503,0
0,3244.2202,3.6042202,0
0,3397.9783,3.7579783,0
0,3396.7483,3.7567483,0
0,3330.3066,3.6903066,0
0,3163.7488,3.5237488,0
0,3146.8503,3.5068503,0
0,3021.8638,3.3818638,0
0,2996.636,3.356636,0
0,2994.7761,3.3547761,0
0,2994.256,3.354256,0
0,2990.6309,3.3506309,0
0,2992.0107,3.3520107,0
0,2993.3208,3.3533208,0
0,2995.0754,3.3550754,0
0,2997.2905,3.3572905,0
0,2993.5537,3.3535537,0
0,2995.6436,3.3556436,0
0,2996.5234,3.3565234,0
0,2996.6533,3.3566533,0
0,3001.8052,3.3618052,0
0,3000.215,3.360215,0
0,2993.2434,3.3532434,0
0,2964.3694,3.3243694,0
0,2963.4446,3.3234446,0
0,2961.5996,3.3215996,0
0,2993.3403,3.3533403,0
0,2991.5403,3.3515403,0
0,2990.5603,3.3505603,0
0,2988.9854,3.3489854,0
0,2987.1406,3.3471406,0
0,2985.8005,3.3458005,0
0,2969.171,3.329171,0
0,2968.4058,3.3284058,0
0,2976.5537,3.3365537,0
0,2978.4436,3.3384436,0
0,2978.6238,3.3386238,0
0,2946.9878,3.3069878,0
0,2939.805,3.299805,0
0,2984.0886,3.3440886,0
0,2986.5386,3.3465386,0
0,2988.8284,3.3488284,0
0,3013.3162,3.3733162,0
0,2991.1584,3.3511584,0
0,3085.0232,3.4450232,0
0,3119.367,3.479367,0
0,2987.9785,3.3479785,0
0,2977.8357,3.3378357,0
0,2987.3586,3.3473586,0
0,2987.1086,3.3471086,0
0,2987.1936,3.3471936,0
0,3116.8572,3.4768572,0
0,2987.0437,3.3470437,0
0,2986.3289,3.3463289,0
0,2985.149,3.345149,0
0,2984.5789,3.3445789,0
0,2982.5288,3.3425288,0
0,2981.9438,3.3419438,0
0,2982.549,3.342549,0
0,2982.974,3.342974,0
0,2984.8992,3.3448992,0
0,2986.984,3.346984,0
0,3012.3267,3.3723267,0
0,3021.1335,3.3811335,0
0,3177.038,3.537038,0
0,3179.218,3.539218,0
0,3215.3596,3.5753596,0
0,3216.6846,3.5766846,0
0.126596622,3217.5544,3.5775544,0.1
